"ensembl_gene_id","external_gene_name","gene_biotype","description","log2FoldChange","padj","baseMean"
"ENSG00000230091","TMEM254-AS1","lncRNA","TMEM254 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27340]",1.09844533198487,0.00981921583987723,60.2695981257367
"ENSG00000253227","","lncRNA","novel transcript",2.54688162750204,0.00994182397869573,12.7490477058396
"ENSG00000251621","","lncRNA","novel transcript",-2.29901948025589,0.0100990805484982,10.8086205761124
"ENSG00000279457","WASH9P","transcribed_unprocessed_pseudogene","WAS protein family homolog 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:53981]",-1.09916148716787,0.0102279292665355,38.7296007826958
"ENSG00000248514","","lncRNA","novel transcript",-1.43141565829346,0.0104412133553426,41.1471204124334
"ENSG00000272498","","lncRNA","novel transcript, antisense to RFTN1",3.36519399799982,0.01082054161614,7.01288401787206
"ENSG00000227627","","lncRNA","novel transcript",1.0022654700318,0.0108226143384799,42.4757813666458
"ENSG00000254966","IGSF22-AS1","lncRNA","IGSF22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55511]",-1.05254901233558,0.0109928994748096,91.2968360526642
"ENSG00000259319","JDP2-AS1","lncRNA","JDP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55424]",1.60946125557132,0.0114141023744107,27.1782364085601
"ENSG00000262434","MRM3-AS1","lncRNA","MRM3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58307]",-2.64479105847345,0.0114806103331692,7.15031736888947
"ENSG00000270031","","lncRNA","novel transcript, sense intronic to STX12",-2.83775813560923,0.0121586223364035,6.75480021891653
"ENSG00000279827","","TEC","novel transcript",1.79851828641859,0.0123501097706947,18.4237631763196
"ENSG00000213232","PPP1R2P10","transcribed_processed_pseudogene","protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42008]",-1.32105828313619,0.0123895972669607,32.7561610914309
"ENSG00000275678","","lncRNA","novel transcript, sense intronic to C1orf141",-3.21657179623033,0.0123895972669607,5.70287944349149
"ENSG00000238058","CAMSAP1-DT","lncRNA","CAMSAP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55648]",1.14010165350012,0.0125678509468275,60.3747659671107
"ENSG00000273343","","lncRNA","novel transcript, sense intronic to DGCR6L",-1.40130717092953,0.0126390672963691,22.8749539922946
"ENSG00000245281","ASAH1-AS1","lncRNA","ASAH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55603]",1.10043342139026,0.0133323137987341,38.434531002433
"ENSG00000223509","WHAMMP1","transcribed_processed_pseudogene","WHAMM pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32361]",-1.03127091458305,0.0134112419951945,43.2505792860448
"ENSG00000266777","SH3GL1P1","transcribed_processed_pseudogene","SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10835]",-1.84769635553886,0.0135516685206348,11.678820216637
"ENSG00000280194","","TEC","novel transcript",2.31496552677677,0.0139673098258832,9.40606684692447
"ENSG00000287869","","lncRNA","novel transcript",2.33746099854687,0.014611214646279,13.3266925742302
"ENSG00000279349","","TEC","TEC",1.33027672491233,0.0146424552684668,27.6382001597703
"ENSG00000279711","","TEC","novel transcript",2.37901493974233,0.0150251679739141,8.7724555469178
"ENSG00000273382","TMEM167B-DT","lncRNA","TMEM167B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55076]",1.32213148000904,0.0154099528957269,27.3474222876552
"ENSG00000231752","EMBP1","transcribed_unprocessed_pseudogene","embigin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38661]",1.16038241636316,0.0154539297545563,34.0266877606832
"ENSG00000233264","","processed_pseudogene","peptidylprolyl isomerase (cyclophilin)-like 4 (PPIL4) pseudogene",-1.24935386922281,0.0155738362215695,35.5790662312823
"ENSG00000235449","COX7CP2","processed_pseudogene","COX7C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56510]",-2.33632457791469,0.0155807367581133,8.55428595589524
"ENSG00000226666","HSPA9P1","processed_pseudogene","heat shock protein family A (Hsp70) member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24915]",1.96321682141168,0.0155932925697841,11.476450528214
"ENSG00000282998","","lncRNA","novel transcript",2.72116007256098,0.0157363298642164,8.25771175895315
"ENSG00000175741","RWDD4P2","processed_pseudogene","RWD domain containing 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23754]",1.03339218824469,0.0157835235106934,37.8187524142309
"ENSG00000171658","NMRAL2P","transcribed_unprocessed_pseudogene","NmrA like redox sensor 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:52332]",3.17748498281272,0.0163563394719107,7.70804000330532
"ENSG00000280378","","TEC","TEC",-2.02958550974218,0.0165210018047878,10.0873432647592
"ENSG00000248918","","lncRNA","novel transcript",2.95901999555746,0.0165417190809832,6.82268765227396
"ENSG00000225873","C3orf86P","transcribed_unitary_pseudogene","chromosome 3 open reading frame 86, pseudogene [Source:HGNC Symbol;Acc:HGNC:44570]",-3.48753350398685,0.0168313513676463,5.14865387382937
"ENSG00000261770","","lncRNA","novel transcript",1.4347205188589,0.0179440548356202,22.864306405056
"ENSG00000250421","","lncRNA","novel transcript",1.18975341720222,0.0187497944642257,45.6937935156241
"ENSG00000287887","","lncRNA","novel transcript",1.28480319250791,0.0188660741072619,23.1610231521823
"ENSG00000254348","","processed_pseudogene","patched homolog 1 (Drosophila) (PTCH1) pseudogene",1.80866883814791,0.0189362801300623,13.4151383469705
"ENSG00000239402","CYP4F62P","transcribed_unprocessed_pseudogene","cytochrome P450 family 4 subfamily F member 62, pseudogene [Source:HGNC Symbol;Acc:HGNC:39956]",-1.66344841021734,0.0189844114728867,14.5842655157
"ENSG00000270133","","lncRNA","novel transcript, sense intronic to C5orf36",-1.58864623928695,0.0193626405658744,16.3729898111224
"ENSG00000178458","H3P16","processed_pseudogene","H3 histone pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:42982]",-1.25442401022943,0.0197398439453236,22.80387028565
"ENSG00000259920","","lncRNA","novel transcript",1.58085054527935,0.0200807279693612,20.5354514600538
"ENSG00000278200","LINC01971","lncRNA","long intergenic non-protein coding RNA 1971 [Source:HGNC Symbol;Acc:HGNC:52797]",-1.61759708733068,0.0201234120063848,17.6362837479175
"ENSG00000261037","","lncRNA","novel transcript",1.83748522352014,0.0204398505967755,17.2792783098357
"ENSG00000229970","","lncRNA","novel transcript, antisense to ICA1",1.568366825277,0.0205499592245069,16.1102624870949
"ENSG00000260337","","lncRNA","novel transcript",-1.172377745902,0.0214048112624673,44.0285450115667
"ENSG00000259869","","lncRNA","novel transcript",1.01119269618904,0.0214611273734502,36.5459134622064
"ENSG00000287576","","lncRNA","novel transcript",1.2468026151287,0.0218772242983712,39.2762468161514
"ENSG00000230092","","transcribed_unprocessed_pseudogene","F-box only protein 25 (FBXO25) pseudogene",3.34662563742058,0.0218872310100807,5.20354910778738
"ENSG00000286358","","lncRNA","novel transcript",1.16343471236536,0.0219557048397396,54.132047795339
"ENSG00000274322","","protein_coding","novel protein",-1.79603264694823,0.0220093978216844,13.7730159744816
"ENSG00000270574","","lncRNA","novel transcript, antisense to titin",2.06146874466538,0.0225396895714297,14.7217250120148
"ENSG00000277954","","lncRNA","novel transcript, antisense to WWOX",-1.1966473355957,0.0235765826430576,30.8466044485476
"ENSG00000227953","LINC01341","lncRNA","long intergenic non-protein coding RNA 1341 [Source:HGNC Symbol;Acc:HGNC:49457]",1.11087286392094,0.0235825303693392,51.0105010030189
"ENSG00000285973","","lncRNA","novel transcript, antisense to TACC2",2.7967168792053,0.0240229451449504,8.72018794551993
"ENSG00000260838","","lncRNA","novel transcript",1.04923948354313,0.0241558894758084,52.9779485561084
"ENSG00000213209","","transcribed_processed_pseudogene","Huntingtin interacting protein K (HYPK) pseudogene",1.09393670642813,0.0242077244329696,30.8549180727294
"ENSG00000280734","LINC01232","lncRNA","long intergenic non-protein coding RNA 1232 [Source:HGNC Symbol;Acc:HGNC:49755]",1.17592715547606,0.0242630668625424,39.3404555586003
"ENSG00000279744","","TEC","TEC",-1.83637941995643,0.0243354472265904,126.201742474674
"ENSG00000251050","RBX1P2","processed_pseudogene","RBX1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54741]",3.30142571752083,0.0244766454582914,5.17444201280097
"ENSG00000271851","","lncRNA","novel transcript, sense intronic to STX8",1.31029049936433,0.0246372767520025,23.9631397504819
"ENSG00000282988","","protein_coding","novel protein",-2.17908725445674,0.0246455999285175,7.72562559520514
"ENSG00000279791","","TEC","TEC",2.34580683636884,0.0253331315282101,8.608096101143
"ENSG00000230658","KLHL7-DT","lncRNA","KLHL7 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43431]",1.35352538938959,0.0254563771687037,22.1595522256744
"ENSG00000233721","","lncRNA","novel transcript",-1.90544572957422,0.025749390341818,10.7687858816823
"ENSG00000246095","LINC01096","lncRNA","long intergenic non-protein coding RNA 1096 [Source:HGNC Symbol;Acc:HGNC:27739]",-3.07971616507935,0.0258837670700908,5.2332739748068
"ENSG00000278385","","lncRNA","novel transcript",1.8958657468355,0.0262343790695225,14.0206549884005
"ENSG00000263235","","lncRNA","novel transcript, sense overlapping TRAP1",3.35290586934608,0.0263334008197899,5.36954354408928
"ENSG00000180178","FAR2P1","transcribed_unprocessed_pseudogene","fatty acyl-CoA reductase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49284]",-3.81165170573217,0.0268376806600145,4.22788132317507
"ENSG00000286110","","lncRNA","novel transcript",2.88118835550354,0.0274596550635516,6.53828986690099
"ENSG00000234043","NUDT9P1","processed_pseudogene","nudix hydrolase 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28523]",1.49668602592082,0.0282184038384304,16.1959406958724
"ENSG00000100181","TPTEP1","transcribed_unprocessed_pseudogene","TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]",2.12386265677092,0.0283743603820356,8.49482471485389
"ENSG00000196096","SPAG16-DT","lncRNA","SPAG16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52674]",1.72940631076632,0.028640332424363,14.8455304474024
"ENSG00000213033","AURKAP1","transcribed_processed_pseudogene","aurora kinase A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18611]",2.24456329892237,0.028843062443326,8.16071113407479
"ENSG00000286613","","lncRNA","novel transcript, sense intronic to ZNF404",1.5139443092536,0.0289625578042986,24.88355681722
"ENSG00000228327","","transcribed_unprocessed_pseudogene","general transcription factor IIi (GTF2I) pseudogene",1.05787307423506,0.029480820763465,43.2129235790181
"ENSG00000280079","","TEC","TEC",3.71428117811102,0.0295580858368025,4.39035127928165
"ENSG00000284697","","lncRNA","novel transcript",-2.04033999069009,0.030606766086136,7.86743767260968
"ENSG00000226306","NPY6R","transcribed_unitary_pseudogene","neuropeptide Y receptor Y6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7959]",-3.01983312317878,0.0306244683033317,5.07283111047733
"ENSG00000263126","","lncRNA","novel transcript",-1.47071598678662,0.0309793397201311,23.6083997948633
"ENSG00000267786","","lncRNA","novel transcript",-1.06383681174225,0.0310754670339658,27.4109848629666
"ENSG00000272405","","lncRNA","novel transcript, antisense to BCAN",1.91881259650387,0.0316009542402572,216.40233530279
"ENSG00000234233","KCNH1-IT1","lncRNA","KCNH1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41351]",-1.20426395170394,0.032139394460264,40.6752464931107
"ENSG00000240048","DDX50P2","processed_pseudogene","DEAD-box helicase 50 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18975]",1.18078305026594,0.0325533621767309,26.6610560269742
"ENSG00000259416","LINC02883","lncRNA","long intergenic non-protein coding RNA 2883 [Source:HGNC Symbol;Acc:HGNC:54806]",-1.58345701972161,0.0328653328055656,13.5865008986679
"ENSG00000254563","","lncRNA","novel transcript",-3.22375851013535,0.0329152191673239,4.36363742335565
"ENSG00000273010","","lncRNA","novel transcript, antisense to LRIF1",1.46458049192904,0.0329717239518292,19.4478498336755
"ENSG00000214725","CDIPTOSP","transcribed_unitary_pseudogene","CDIP transferase opposite strand, pseudogene [Source:HGNC Symbol;Acc:HGNC:48609]",1.37531124272845,0.0333399660634679,16.4137955763661
"ENSG00000187653","TMSB4XP8","processed_pseudogene","TMSB4X pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:11885]",-1.57785038701537,0.033667556087177,13.7947002642493
"ENSG00000287743","","lncRNA","novel transcript, antisense to RIMS3",2.87047375433755,0.033823185437756,6.55116740296718
"ENSG00000272667","","lncRNA","novel transcript",1.33569166935565,0.0340811698439138,18.3124034325082
"ENSG00000259985","","lncRNA","novel transcript, antisense to B4GALT6",1.15066663756082,0.0349555102776533,27.2880133721006
"ENSG00000261123","","lncRNA","novel transcript, intronic to PKD1",-1.02577255310663,0.0349652766393743,35.6052579778641
"ENSG00000237637","FRY-AS1","lncRNA","FRY antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39725]",1.0331093496241,0.0350036307381564,37.5131111899779
"ENSG00000285896","LINC03114","lncRNA","long intergenic non-protein coding RNA 3114 [Source:HGNC Symbol;Acc:HGNC:56855]",1.08252269134591,0.0353302534564304,27.5294339390827
"ENSG00000261604","","lncRNA","novel transcript, antisense to HMGCS1",-1.14849487125317,0.0358026083054637,79.4218609252273
"ENSG00000267784","","lncRNA","novel transcript, antisense to titin",3.62368818927731,0.0360517215057119,4.2108200121751
"ENSG00000268707","","lncRNA","novel transcript",-1.56864069607332,0.0361206045483645,13.3522690288969
"ENSG00000267249","","lncRNA","novel transcript, sense intronic CEP76",1.47359357686574,0.0362688821498587,16.7883957126452
"ENSG00000228107","","lncRNA","novel transcript, sense overlapping MORC3",-1.66292272939602,0.0363285330757737,10.5466555242122
"ENSG00000159712","ANKRD18CP","transcribed_unprocessed_pseudogene","ankyrin repeat domain 18C, pseudogene [Source:HGNC Symbol;Acc:HGNC:43601]",1.65216853043758,0.0370600654482271,11.8107280116364
"ENSG00000234996","ACTG1P25","transcribed_processed_pseudogene","actin gamma 1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:54872]",1.19454414320533,0.0371401655033552,24.0636593407666
"ENSG00000261248","","lncRNA","novel transcript",-2.49082606584235,0.0374113924690395,5.63055309722559
"ENSG00000287076","","lncRNA","novel transcript",-2.11496237032147,0.0378041335249023,6.74303876360037
"ENSG00000283355","","TEC","TEC",-1.30145790162778,0.039163506032768,20.6242619184336
"ENSG00000198237","GUSBP13","transcribed_unprocessed_pseudogene","GUSB pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:54495]",3.0840409098668,0.0392752170989059,4.49241776963432
"ENSG00000276445","","lncRNA","novel transcript",-1.04391002533975,0.039293460404641,29.5094257604916
"ENSG00000280073","","TEC","TEC",-1.59243157673677,0.0395385201687785,40.5112864948515
"ENSG00000280426","","TEC","TEC",1.76055176426684,0.0401857801199186,10.9512949722569
"ENSG00000263958","NETO1-DT","lncRNA","NETO1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55333]",-1.61444974405994,0.0402637732108219,16.0743730222569
"ENSG00000263041","","lncRNA","novel transcript",1.95598064329684,0.0406443563242513,8.36476279109914
"ENSG00000284431","","protein_coding","novel protein",-3.15461957238361,0.0407211778885394,4.17330376154037
"ENSG00000258957","GALNT16-AS1","lncRNA","GALNT16 and EXD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55435]",2.07686163985107,0.0410982258042462,8.14178699100002
"ENSG00000280604","","lncRNA","PCBP3 overlapping transcript 1",-1.05172632433945,0.0414795152780855,32.7461260912764
"ENSG00000272205","POU2F1-DT","lncRNA","POU2F1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55222]",-1.88600328381985,0.0414919912721096,9.21631043708786
"ENSG00000228839","PIK3IP1-DT","lncRNA","PIK3IP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:41072]",-2.34751240360925,0.0418033189308667,6.7775815833559
"ENSG00000198416","ZNF658B","transcribed_unprocessed_pseudogene","zinc finger protein 658B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32033]",1.35653368411197,0.0438689646455751,16.761339582318
"ENSG00000278867","","TEC","TEC",-1.08274825263344,0.0438885557025723,33.9543857991221
"ENSG00000225913","","lncRNA","novel transcript",-1.59121988821973,0.0444598162857051,17.9428168888172
"ENSG00000256817","TPT1P12","processed_pseudogene","TPT1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:49303]",1.55962678132805,0.044933979332158,14.1948413202292
"ENSG00000258670","","lncRNA","novel transcript, antisense to C14orf39",2.79567132465538,0.0451792959983246,5.07498195415602
"ENSG00000235354","RPS29P16","processed_pseudogene","ribosomal protein S29 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35560]",-1.61915062637673,0.0452686462373309,21.3719421342178
"ENSG00000267723","","lncRNA","novel transcript",-2.53267511789668,0.0454409164388986,4.80319941816562
"ENSG00000253854","","lncRNA","novel transcript",-1.95078377306968,0.0463989573265064,7.46056604144882
"ENSG00000228172","","lncRNA","novel transcript",1.28826522574657,0.0464767498736864,21.376314590361
"ENSG00000255624","C10orf88B","transcribed_processed_pseudogene","C10orf88B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:44080]",2.93058156586268,0.0468058014941705,5.33995670269954
"ENSG00000285908","","lncRNA","novel transcript, antisense to SRPRB",3.15982559649476,0.0474568572031968,4.59617183305738
"ENSG00000257298","","lncRNA","novel transcript, sense intronic to LIMA1",-2.5582407708974,0.0487342744302756,5.83754286248818
"ENSG00000263648","","processed_pseudogene","dynein, light chain, Tctex-type 1 (DYNLT1) pseudogene",2.28097214757529,0.0491311940032926,6.4030740113964
"ENSG00000254467","","lncRNA","novel transcript",1.7543032852499,0.0495854357296682,11.4986654066119
